Customer_ID,Age,Gender,Annual_Income,Previous_Purchases,Spending_Score,Engagement_Level,Offering_Type,Offering_Category,Discount_Used,Promo_Used,Visit_Frequency
2035,37,Female,39876,25,21,High,Service,Food,Yes,Yes,High
2036,53,Female,43256,28,19,High,Product,Clothing,Yes,No,High
2037,57,Female,112065,8,79,Low,Product,Streaming,Yes,No,High
2038,54,Male,40553,7,23,Low,Product,Streaming,No,Yes,Medium
2039,38,Female,27651,34,16,Low,Service,Subscription,No,No,Medium
2040,40,Male,76879,1,100,Low,Product,Streaming,Yes,Yes,Low
2041,59,Female,20549,1,36,High,Service,Food,No,No,Low
2042,36,Female,41110,21,79,Medium,Service,Food,No,Yes,High
2043,18,Male,76944,25,78,Low,Service,Clothing,No,Yes,Low
2044,38,Female,26004,18,75,High,Service,Consulting,No,Yes,Medium
2045,43,Female,74241,18,97,High,Service,Streaming,No,Yes,Medium
2046,64,Female,73630,23,32,Medium,Product,Clothing,Yes,Yes,High
2047,26,Male,29156,1,76,Medium,Product,Subscription,No,No,High
2048,48,Male,53301,18,58,Medium,Product,Subscription,No,No,Medium
2049,54,Female,109756,16,84,High,Product,Subscription,No,Yes,Low
2050,35,Female,89478,33,24,Medium,Product,Electronics,No,Yes,Medium
2051,19,Male,116670,32,59,High,Service,Food,Yes,No,Medium
2052,31,Male,32293,15,87,Low,Product,Consulting,Yes,Yes,Medium
2053,56,Female,106314,24,11,Low,Service,Food,No,No,High
2054,60,Male,33303,15,97,Medium,Product,Subscription,No,No,High
2055,34,Male,90406,35,55,High,Product,Consulting,No,No,Medium
2056,42,Female,104640,24,15,Medium,Product,Food,Yes,No,Medium
2057,37,Male,87592,7,1,Low,Service,Consulting,Yes,No,High
2058,21,Male,91591,20,53,High,Service,Streaming,Yes,No,High
2059,25,Male,97225,23,39,Low,Product,Streaming,Yes,Yes,Medium
2060,41,Male,89128,15,65,Low,Service,Electronics,Yes,No,High
2061,61,Male,107451,35,14,Medium,Service,Consulting,Yes,No,Low
2062,48,Female,57676,30,52,Low,Product,Subscription,Yes,No,High
2063,29,Male,93081,18,59,High,Product,Consulting,No,No,Medium
2064,31,Female,83683,14,51,High,Product,Clothing,No,Yes,High
2065,49,Female,66041,38,73,Medium,Service,Electronics,Yes,Yes,Low
2066,41,Male,41202,4,98,Medium,Service,Consulting,Yes,No,Medium
2067,34,Female,59143,36,9,Medium,Product,Food,No,No,Low
2068,35,Female,79215,11,20,High,Service,Clothing,Yes,Yes,Low
2069,49,Female,119445,38,78,Low,Product,Food,No,Yes,Low
2070,40,Male,111237,40,63,High,Product,Subscription,No,No,High
2071,23,Female,96234,30,15,Low,Service,Clothing,No,Yes,High
2072,32,Female,58145,29,82,Low,Product,Clothing,No,No,High
2073,25,Male,116853,22,90,Medium,Product,Food,No,Yes,Medium
2074,40,Male,75252,20,94,Low,Product,Streaming,No,No,High
2075,28,Male,67047,23,1,High,Service,Clothing,Yes,Yes,High
2076,26,Female,98056,2,83,Low,Product,Food,Yes,Yes,Low
2077,38,Male,66165,31,99,High,Product,Electronics,No,Yes,Low
2078,40,Female,112991,19,59,Low,Service,Electronics,Yes,Yes,Low
2079,50,Male,29426,7,51,High,Product,Clothing,No,No,Medium
2080,30,Male,20768,30,73,Medium,Product,Electronics,Yes,No,High
2081,58,Male,109302,5,65,Low,Product,Food,No,No,Medium
2082,58,Male,79104,22,33,High,Service,Clothing,Yes,No,Medium
2083,35,Female,88993,16,36,Low,Product,Clothing,Yes,No,Low
2084,36,Male,48669,31,13,Low,Product,Clothing,Yes,Yes,Medium
2085,59,Female,85882,9,16,Low,Service,Food,No,No,Low
2086,60,Female,51648,25,58,Low,Service,Subscription,Yes,No,High
2087,32,Male,84998,24,59,Medium,Product,Streaming,Yes,Yes,High
2088,27,Male,85241,29,54,Medium,Product,Clothing,Yes,No,Low
2089,32,Female,27946,9,66,High,Service,Electronics,No,No,High
2090,47,Male,44695,7,4,Medium,Product,Consulting,No,Yes,Low
2091,39,Female,102456,21,38,Low,Product,Electronics,Yes,Yes,Low
2092,21,Male,80287,19,57,Low,Service,Food,No,Yes,Low
2093,30,Male,68861,19,15,Low,Service,Electronics,Yes,No,High
2094,48,Female,86584,36,17,Medium,Service,Electronics,No,Yes,Medium
2095,60,Female,26569,35,38,Medium,Product,Subscription,No,Yes,Low
2096,31,Female,113199,19,90,Low,Service,Subscription,Yes,Yes,High
2097,65,Male,33840,9,57,Medium,Service,Consulting,No,No,Medium
2098,44,Male,98061,20,62,High,Service,Electronics,Yes,No,Low
2099,45,Female,103985,11,16,High,Product,Consulting,No,Yes,High
2100,36,Male,58467,36,15,Medium,Service,Consulting,No,No,High
2101,46,Female,33626,39,20,Medium,Service,Food,No,Yes,High
2102,55,Male,83458,25,85,Low,Service,Food,No,No,Medium
2103,60,Male,97832,4,11,Medium,Product,Clothing,Yes,Yes,High
2104,29,Male,101638,16,36,Medium,Product,Consulting,Yes,No,High
2105,60,Female,61357,19,2,High,Product,Electronics,No,No,Low
2106,20,Male,119220,22,95,Medium,Product,Electronics,No,Yes,Low
2107,29,Male,94793,40,80,High,Product,Streaming,No,Yes,Medium
2108,55,Female,32324,32,55,High,Service,Subscription,Yes,Yes,Medium
2109,53,Female,35545,6,7,High,Service,Consulting,Yes,Yes,Low
2110,56,Male,50727,40,82,Low,Product,Streaming,Yes,No,High
2111,54,Female,96115,38,31,Low,Product,Subscription,No,Yes,Medium
2112,21,Female,85570,20,96,Medium,Service,Electronics,Yes,No,Medium
2113,65,Male,64845,21,57,Low,Product,Clothing,Yes,No,High
2114,58,Female,102194,2,92,Low,Service,Consulting,Yes,Yes,Low
2115,52,Male,105355,7,93,High,Service,Streaming,No,No,Medium
2116,43,Male,77776,15,50,Medium,Product,Subscription,Yes,No,Medium
2117,43,Female,72838,40,52,Low,Product,Subscription,Yes,Yes,High
2118,27,Male,55083,9,1,Medium,Service,Electronics,Yes,No,High
2119,23,Female,46178,29,84,Low,Service,Food,Yes,No,Low
2120,52,Male,31438,29,93,High,Product,Streaming,Yes,No,High
2121,27,Female,73187,5,22,High,Service,Consulting,Yes,Yes,Low
2122,37,Male,92024,31,95,High,Service,Clothing,No,Yes,Medium
2123,30,Male,62815,3,86,Medium,Product,Clothing,Yes,No,Medium
2124,28,Female,52807,29,32,Medium,Service,Subscription,No,Yes,High
2125,33,Female,118028,35,8,Low,Service,Electronics,Yes,No,High
2126,42,Female,84347,40,86,Medium,Product,Food,Yes,No,Medium
2127,18,Male,79324,38,6,High,Product,Clothing,No,No,Medium
2128,51,Female,99408,38,95,Low,Product,Food,Yes,No,Low
2129,24,Female,28074,36,15,Low,Product,Streaming,Yes,Yes,High
2130,19,Female,100493,2,24,High,Product,Food,No,No,High
2131,37,Male,43417,24,93,Low,Service,Consulting,Yes,No,Low
2132,31,Female,101454,14,81,High,Product,Electronics,No,Yes,Medium
2133,64,Male,113251,9,83,High,Product,Subscription,No,No,Medium
2134,31,Male,84921,31,75,Medium,Service,Clothing,No,Yes,Medium
2135,65,Male,57124,20,38,High,Service,Food,Yes,No,High
2136,45,Female,72112,30,7,Low,Service,Clothing,Yes,No,Medium
2137,58,Male,101689,20,58,High,Service,Clothing,No,No,Low
2138,49,Male,104355,2,26,Medium,Service,Electronics,No,No,High
2139,36,Female,74862,0,55,Low,Service,Food,No,No,High
2140,52,Female,104047,26,2,Low,Service,Clothing,No,Yes,Medium
2141,19,Male,30738,36,51,Medium,Service,Streaming,Yes,Yes,Low
2142,46,Female,107096,27,85,High,Product,Consulting,Yes,No,High
2143,39,Male,58902,1,20,Medium,Product,Food,No,No,High
2144,64,Female,99830,24,62,Low,Service,Consulting,Yes,No,Medium
2145,33,Female,113406,29,27,Medium,Service,Clothing,No,Yes,High
2146,21,Female,112811,1,97,High,Product,Clothing,No,No,High
2147,62,Female,80562,25,80,Medium,Product,Subscription,Yes,No,High
2148,39,Female,40026,0,65,Medium,Product,Subscription,Yes,Yes,High
2149,23,Female,58612,30,34,High,Service,Food,Yes,No,Medium
2150,63,Male,109748,18,38,Medium,Product,Food,Yes,No,Low
2151,33,Male,74352,25,14,Medium,Product,Clothing,Yes,Yes,Low
2152,19,Male,103184,4,5,High,Service,Consulting,No,Yes,Medium
2153,38,Female,25344,12,57,Low,Service,Food,Yes,No,High
2154,51,Female,28453,25,64,High,Product,Electronics,No,No,Medium
2155,50,Male,39811,5,25,Low,Product,Electronics,No,Yes,High
2156,56,Female,101111,1,6,Medium,Product,Consulting,Yes,No,Low
2157,32,Male,47956,20,78,Low,Product,Food,Yes,Yes,High
2158,49,Male,59312,35,100,Medium,Service,Streaming,No,No,Low
2159,54,Male,86315,14,12,Low,Service,Consulting,Yes,Yes,Low
2160,41,Female,27732,12,10,Medium,Service,Consulting,No,No,High
2161,40,Male,30680,11,56,Low,Product,Consulting,Yes,Yes,Low
2162,19,Female,91927,3,80,High,Service,Food,Yes,No,Low
2163,55,Male,109954,28,77,High,Product,Subscription,Yes,No,Medium
2164,32,Female,86460,3,37,High,Product,Electronics,Yes,No,Medium
2165,63,Female,89299,2,59,Medium,Product,Food,No,No,Low
2166,46,Female,43728,30,38,Medium,Product,Streaming,No,No,High
2167,55,Male,25107,39,60,Medium,Service,Subscription,Yes,Yes,High
2168,30,Male,112278,34,45,Low,Service,Subscription,Yes,Yes,Low
2169,31,Female,103410,34,75,Low,Service,Streaming,No,Yes,Low
2170,46,Female,107125,39,7,High,Product,Consulting,Yes,Yes,Low
2171,41,Female,62787,1,40,Low,Product,Subscription,No,No,High
2172,27,Male,95593,40,81,Low,Product,Food,No,Yes,High
2173,21,Female,101102,10,68,Medium,Product,Food,No,No,Low
2174,26,Male,71686,29,57,Medium,Service,Food,Yes,No,Medium
2175,41,Male,68927,1,16,High,Service,Food,No,Yes,High
2176,18,Male,42238,4,10,Medium,Product,Food,No,No,Medium
2177,63,Female,44827,26,41,Low,Service,Electronics,Yes,No,High
2178,57,Female,65176,39,21,High,Product,Consulting,No,Yes,Low
2179,33,Male,42860,40,35,High,Service,Subscription,No,No,Medium
2180,38,Female,119723,11,49,Medium,Product,Clothing,No,Yes,High
2181,24,Female,44187,18,69,High,Product,Subscription,No,No,High
2182,31,Female,34133,9,11,Low,Service,Food,No,No,High
2183,31,Female,84253,29,62,Low,Service,Clothing,No,No,Low
2184,25,Male,84300,23,38,Low,Product,Consulting,No,No,High
2185,40,Female,101439,19,9,High,Service,Food,Yes,Yes,High
2186,61,Female,92536,29,22,Medium,Service,Subscription,Yes,Yes,Medium
2187,38,Male,107536,36,37,Medium,Product,Electronics,No,No,Medium
2188,34,Female,97834,0,60,Medium,Product,Food,No,No,High
2189,42,Female,20876,39,80,Low,Product,Streaming,No,No,High
2190,60,Female,84444,13,17,Medium,Product,Food,Yes,Yes,Medium
2191,18,Male,112413,21,30,High,Service,Food,Yes,Yes,High
2192,21,Female,63075,9,74,Medium,Service,Electronics,No,No,Medium
2193,57,Female,23790,38,96,Medium,Product,Consulting,Yes,Yes,Medium
2194,25,Male,116602,35,83,High,Product,Consulting,Yes,No,Medium
2195,31,Male,117717,33,14,Medium,Service,Consulting,No,Yes,Medium
2196,65,Male,26701,13,48,Medium,Service,Subscription,Yes,No,Low
2197,52,Male,76469,31,95,High,Service,Food,Yes,No,Low
2198,55,Female,36495,20,34,Low,Service,Electronics,No,Yes,Medium
2199,46,Female,78948,12,50,Medium,Service,Clothing,No,No,Medium
2200,39,Male,98909,2,75,High,Product,Electronics,No,Yes,Low
2201,36,Female,67108,12,11,High,Service,Subscription,Yes,No,Low
2202,27,Female,52023,22,32,Low,Service,Clothing,Yes,Yes,Low
2203,40,Female,91345,36,40,Low,Service,Electronics,Yes,Yes,Medium
2204,62,Female,42709,1,3,Medium,Service,Electronics,Yes,Yes,Low
2205,64,Female,106718,13,69,Medium,Product,Food,Yes,Yes,Low
2206,51,Male,53320,18,1,High,Product,Electronics,No,No,High
2207,29,Male,29851,12,74,High,Service,Food,Yes,Yes,High
2208,22,Male,42193,5,52,Medium,Product,Clothing,Yes,No,High
2209,64,Female,89979,1,22,High,Service,Consulting,Yes,Yes,Low
2210,18,Male,87196,38,84,High,Service,Electronics,No,Yes,High
2211,34,Female,24249,18,76,Medium,Service,Consulting,Yes,No,Low
2212,20,Female,71804,15,55,Medium,Service,Electronics,No,Yes,Medium
2213,34,Male,22582,23,12,Low,Product,Clothing,No,No,High
2214,55,Female,20168,8,40,High,Product,Electronics,No,No,High
2215,21,Female,74841,6,58,High,Product,Streaming,No,Yes,Low
2216,60,Male,118257,37,79,High,Product,Clothing,Yes,Yes,Low
2217,37,Female,81999,14,84,Low,Product,Subscription,Yes,No,High
2218,56,Male,55179,26,25,High,Product,Streaming,No,Yes,Medium
2219,42,Female,52899,11,50,Medium,Service,Streaming,Yes,Yes,High
2220,33,Male,76965,15,65,Low,Service,Food,Yes,Yes,High
2221,35,Male,91823,6,14,Low,Product,Consulting,No,No,High
2222,22,Male,33945,34,68,Medium,Product,Food,No,Yes,Medium
2223,59,Female,53590,4,83,Low,Service,Streaming,Yes,Yes,Medium
2224,62,Female,31570,32,30,Low,Product,Electronics,Yes,No,Low
2225,20,Female,33386,22,100,Low,Service,Clothing,No,No,High
2226,30,Female,25477,31,18,Low,Service,Electronics,No,Yes,High
2227,56,Male,66771,1,88,High,Service,Food,No,Yes,Low
2228,36,Female,61560,34,72,Medium,Product,Subscription,No,No,Medium
2229,23,Female,92801,25,87,Medium,Service,Food,No,Yes,Medium
2230,61,Female,64074,7,27,High,Service,Clothing,No,No,High
2231,50,Female,54161,8,67,Medium,Service,Consulting,Yes,Yes,Low
2232,59,Male,64777,11,72,High,Product,Consulting,No,Yes,Low
2233,54,Male,45091,34,88,Low,Service,Clothing,No,Yes,Low
2234,44,Male,114744,5,65,Medium,Service,Electronics,No,Yes,Medium
2235,36,Female,27108,14,20,High,Service,Subscription,Yes,Yes,Low
2236,45,Female,41953,21,56,Low,Product,Food,Yes,No,High
2237,47,Female,73146,9,10,Low,Product,Subscription,Yes,No,High
2238,55,Female,21902,4,98,High,Service,Food,Yes,Yes,High
2239,60,Female,114254,26,62,Medium,Service,Consulting,No,Yes,High
2240,63,Female,79402,4,34,Medium,Service,Subscription,No,No,High
2241,53,Male,48349,27,47,Low,Product,Subscription,Yes,Yes,Low
2242,55,Male,29301,15,23,Medium,Service,Streaming,Yes,Yes,Medium
2243,53,Female,44659,0,87,Low,Product,Subscription,No,No,Medium
2244,49,Female,115995,40,84,High,Product,Streaming,Yes,No,Low
2245,56,Male,63881,23,10,Low,Service,Electronics,No,No,Medium
2246,64,Female,61211,36,96,Low,Service,Electronics,No,Yes,Low
2247,37,Male,20606,26,25,High,Service,Subscription,Yes,No,High
2248,58,Female,106388,6,55,Low,Product,Electronics,No,No,Low
2249,34,Female,21988,36,11,Medium,Product,Clothing,Yes,No,Medium
2250,19,Female,36636,23,87,High,Service,Clothing,Yes,No,Medium
2251,25,Female,65001,28,50,Low,Service,Electronics,No,Yes,High
2252,42,Female,58931,21,49,High,Product,Clothing,Yes,No,Low
2253,30,Female,62075,36,8,Medium,Product,Clothing,Yes,Yes,Low
2254,42,Male,76504,14,71,Medium,Service,Electronics,No,No,Low
2255,26,Female,85677,21,54,Medium,Service,Electronics,Yes,No,Medium
2256,32,Male,84559,14,72,Low,Product,Food,Yes,Yes,Medium
2257,47,Female,31886,1,24,Medium,Service,Streaming,Yes,Yes,Medium
2258,19,Female,47289,5,10,Low,Service,Streaming,Yes,No,High
2259,26,Female,42111,13,80,Low,Product,Subscription,Yes,Yes,High
2260,50,Female,76010,33,12,Low,Product,Clothing,Yes,No,Medium
2261,31,Female,94550,34,71,Medium,Service,Clothing,Yes,Yes,High
2262,33,Female,114308,20,27,Low,Product,Consulting,Yes,No,Low
2263,33,Female,31267,9,7,High,Service,Electronics,No,Yes,Medium
2264,49,Male,74117,12,51,Medium,Product,Subscription,No,No,Medium
2265,58,Female,111373,40,92,Low,Product,Consulting,Yes,Yes,Medium
2266,49,Male,109138,6,90,Low,Product,Subscription,No,No,Medium
2267,57,Female,72908,11,21,Medium,Product,Consulting,Yes,Yes,Low
2268,23,Male,86716,14,88,High,Product,Food,No,No,High
2269,44,Female,84982,24,26,Medium,Product,Electronics,Yes,Yes,High
2270,38,Female,107207,17,81,High,Product,Streaming,No,Yes,High
2271,33,Male,70186,1,7,Medium,Product,Clothing,No,Yes,High
2272,31,Male,71594,23,30,Medium,Service,Subscription,Yes,Yes,High
2273,51,Male,111441,34,36,Medium,Service,Consulting,Yes,No,Low
2274,51,Female,70325,11,33,Medium,Service,Subscription,Yes,Yes,Low
2275,59,Female,65556,28,70,Medium,Product,Consulting,No,No,Low
2276,39,Male,97906,35,40,Low,Product,Subscription,No,No,Low
2277,24,Male,37345,14,41,Low,Service,Subscription,Yes,Yes,Medium
2278,25,Female,50619,17,58,Medium,Product,Consulting,No,No,Medium
2279,57,Female,46044,21,29,Low,Service,Food,Yes,No,High
2280,29,Female,36893,7,84,High,Service,Streaming,No,No,Low
2281,26,Female,95914,16,9,High,Service,Consulting,No,No,Medium
2282,25,Male,30168,4,98,Medium,Service,Electronics,No,Yes,Low
2283,42,Female,25541,20,72,Low,Service,Streaming,Yes,Yes,High
2284,45,Female,100140,3,60,Low,Service,Food,Yes,No,Medium
2285,55,Male,37678,29,29,Medium,Product,Subscription,Yes,Yes,Medium
2286,39,Female,109072,25,82,High,Product,Electronics,No,No,Medium
2287,64,Female,77832,14,29,High,Product,Consulting,No,No,Medium
2288,45,Male,94587,6,65,Low,Service,Streaming,Yes,No,High
2289,22,Female,76499,8,18,Low,Service,Streaming,Yes,Yes,Low
2290,58,Male,62789,28,34,Low,Service,Streaming,Yes,Yes,Medium
2291,46,Female,61844,33,60,Low,Product,Streaming,Yes,Yes,Low
2292,62,Male,57215,11,85,High,Service,Consulting,Yes,No,Medium
2293,42,Male,57454,28,97,Low,Product,Clothing,Yes,Yes,High
2294,20,Female,117381,37,55,High,Service,Streaming,Yes,No,Medium
2295,35,Male,42924,22,20,Low,Service,Subscription,Yes,No,High
2296,55,Female,25069,10,77,High,Product,Consulting,Yes,No,High
2297,20,Male,49947,10,33,High,Product,Electronics,Yes,Yes,Low
2298,30,Female,114893,38,47,High,Product,Consulting,Yes,Yes,Medium
2299,37,Male,27164,11,16,Medium,Product,Streaming,No,Yes,Low
2300,19,Female,51847,22,27,High,Service,Food,No,No,Medium
2301,27,Female,117271,29,85,Low,Service,Streaming,No,No,High
2302,18,Female,57716,28,96,Medium,Product,Consulting,Yes,No,Low
2303,36,Male,102579,34,4,Medium,Product,Subscription,Yes,No,High
2304,20,Female,61723,11,30,High,Product,Consulting,Yes,Yes,Medium
2305,40,Male,47319,35,16,Low,Service,Subscription,No,Yes,Low
2306,48,Male,103019,28,34,High,Product,Electronics,Yes,No,Medium
2307,23,Female,81316,23,38,Medium,Product,Subscription,No,Yes,Low
2308,40,Female,32063,34,12,Low,Service,Subscription,Yes,No,Low
2309,20,Female,69079,37,8,High,Service,Subscription,No,No,Low
2310,28,Male,63186,10,56,Medium,Product,Subscription,Yes,No,Medium
2311,25,Female,69625,12,21,High,Service,Food,No,No,Medium
2312,45,Male,40869,24,55,Medium,Product,Subscription,Yes,Yes,Medium
2313,59,Male,45931,23,34,High,Product,Electronics,No,Yes,Medium
2314,57,Female,103088,11,4,Medium,Product,Streaming,No,Yes,Medium
2315,21,Male,32450,40,48,Medium,Product,Streaming,No,Yes,High
2316,63,Male,77491,13,52,High,Service,Subscription,No,Yes,High
2317,41,Male,47503,13,11,High,Product,Consulting,No,Yes,Low
2318,28,Female,101995,12,5,Low,Product,Electronics,No,No,Medium
2319,58,Male,84279,36,10,Low,Service,Subscription,No,No,Low
2320,31,Female,117749,24,44,High,Product,Subscription,Yes,No,Medium
2321,28,Female,66837,12,72,High,Product,Food,Yes,No,Low
2322,59,Male,82963,26,20,High,Service,Electronics,Yes,No,Low
2323,32,Male,117679,24,73,Medium,Product,Streaming,Yes,No,High
2324,44,Female,40260,10,96,Low,Product,Subscription,No,Yes,High
2325,31,Male,107452,31,24,Medium,Service,Clothing,No,Yes,High
2326,23,Male,69656,25,71,Low,Service,Streaming,Yes,Yes,Medium
2327,23,Female,99147,2,82,High,Product,Electronics,No,No,High
2328,19,Male,41469,21,70,Medium,Product,Consulting,No,Yes,Medium
2329,19,Male,49497,12,16,Low,Service,Food,No,Yes,Medium
2330,40,Female,50926,36,71,Medium,Product,Subscription,Yes,Yes,Medium
2331,65,Male,93843,11,97,Medium,Product,Clothing,No,Yes,Medium
2332,42,Female,112797,14,43,Low,Service,Streaming,No,Yes,High
2333,51,Female,46586,3,48,High,Product,Electronics,Yes,Yes,Medium
2334,42,Female,62645,8,46,Medium,Product,Clothing,Yes,Yes,Low
2335,31,Female,31452,3,13,Low,Service,Consulting,Yes,Yes,Medium
2336,22,Female,115102,24,86,Low,Service,Food,Yes,Yes,High
2337,35,Female,69163,17,62,High,Product,Electronics,Yes,Yes,High
2338,23,Male,49550,14,28,Low,Product,Subscription,Yes,No,Low
2339,35,Male,40288,36,14,Medium,Service,Consulting,Yes,No,High
2340,55,Female,86007,0,36,High,Service,Electronics,Yes,No,Medium
2341,61,Female,46426,40,29,High,Product,Subscription,No,Yes,Medium
2342,18,Female,81507,5,44,Low,Service,Streaming,Yes,Yes,High
2343,41,Female,31982,19,72,Medium,Product,Subscription,No,Yes,Medium
2344,26,Female,56775,17,38,Medium,Product,Subscription,Yes,No,Medium
2345,48,Female,35081,20,60,Low,Product,Subscription,No,Yes,High
2346,46,Male,80745,39,23,Medium,Service,Streaming,Yes,No,Low
2347,21,Female,73640,35,89,Low,Product,Electronics,Yes,No,Low
2348,19,Female,72333,9,14,High,Product,Subscription,No,Yes,High
2349,37,Male,86767,16,65,Low,Product,Food,No,No,Medium
2350,31,Female,64157,34,7,Medium,Service,Food,No,No,Low
2351,45,Female,77460,38,60,Low,Product,Consulting,No,No,Low
2352,50,Male,95128,25,3,Medium,Service,Consulting,No,Yes,Low
2353,19,Male,65564,40,15,Medium,Service,Consulting,Yes,No,Low
2354,31,Male,71414,12,60,High,Service,Streaming,Yes,No,High
2355,28,Male,111929,4,17,Medium,Service,Consulting,No,Yes,High
2356,42,Female,116969,1,54,Medium,Product,Food,No,Yes,Low
2357,29,Male,25276,18,77,Medium,Product,Streaming,No,Yes,Low
2358,21,Female,99072,25,89,High,Product,Food,Yes,Yes,Medium
2359,65,Female,23168,27,67,High,Service,Consulting,No,No,Medium
2360,26,Female,80692,22,40,High,Product,Food,Yes,Yes,High
2361,28,Female,77231,38,22,Low,Service,Subscription,No,No,High
2362,37,Male,77363,28,64,High,Service,Consulting,No,No,High
2363,65,Male,103039,25,9,High,Service,Food,No,No,High
2364,61,Male,68373,38,61,High,Service,Subscription,Yes,No,Low
2365,62,Male,68590,36,44,Low,Product,Consulting,No,Yes,High
2366,55,Female,85858,34,79,High,Service,Food,Yes,No,High
2367,55,Female,52666,22,90,Medium,Product,Consulting,No,Yes,Low
2368,23,Female,23751,18,94,High,Product,Consulting,No,Yes,Medium
2369,35,Male,36236,26,58,Medium,Product,Subscription,Yes,No,Medium
2370,18,Male,31476,5,39,Low,Service,Clothing,No,Yes,Medium
2371,45,Male,56530,17,9,Medium,Product,Food,Yes,No,High
2372,33,Male,59228,26,72,Medium,Product,Electronics,No,No,High
2373,21,Male,25911,39,10,Low,Product,Consulting,Yes,No,Medium
2374,21,Female,35918,33,87,Low,Product,Electronics,No,No,Medium
2375,55,Female,102764,5,7,Low,Service,Consulting,No,No,Medium
2376,26,Female,43080,22,2,Low,Product,Electronics,No,No,High
2377,63,Male,93636,28,1,Medium,Service,Electronics,Yes,Yes,Low
2378,46,Male,101787,3,65,Medium,Service,Clothing,Yes,No,Medium
2379,22,Female,48036,18,16,Medium,Service,Subscription,No,Yes,High
2380,36,Male,116284,15,90,High,Service,Electronics,Yes,No,Medium
2381,20,Male,32770,7,8,Medium,Service,Subscription,Yes,Yes,Low
2382,33,Male,69397,24,62,Low,Product,Electronics,No,No,High
2383,48,Female,25372,16,1,High,Product,Food,No,No,High
2384,26,Male,44601,4,13,Medium,Service,Streaming,Yes,No,Low
2385,21,Female,38308,13,4,Medium,Service,Food,No,Yes,Low
2386,65,Male,71728,35,9,High,Service,Electronics,Yes,No,Medium
2387,27,Female,83828,28,7,Medium,Service,Electronics,Yes,No,High
2388,43,Male,59102,20,97,High,Service,Streaming,Yes,Yes,Medium
2389,42,Female,91236,11,37,Low,Product,Electronics,Yes,No,High
2390,25,Male,79932,3,81,Medium,Product,Streaming,No,Yes,Medium
2391,44,Male,20150,2,74,Low,Service,Subscription,Yes,No,Low
2392,19,Female,115901,20,39,High,Service,Electronics,Yes,Yes,Low
2393,47,Female,90590,22,22,Low,Service,Food,No,No,Medium
2394,37,Male,96864,15,11,Low,Product,Consulting,No,No,High
2395,27,Male,39917,3,53,High,Service,Food,No,Yes,Low
2396,56,Male,109986,18,3,High,Product,Food,No,No,Medium
2397,54,Male,62990,34,36,Medium,Product,Electronics,Yes,Yes,Low
2398,42,Male,26982,26,67,Low,Product,Electronics,Yes,No,Medium
2399,48,Male,61859,9,2,High,Service,Consulting,Yes,No,High
2400,61,Female,50026,19,61,Medium,Service,Electronics,Yes,No,Low
2401,23,Male,63105,17,66,Medium,Service,Streaming,No,No,Low
2402,44,Male,74971,15,4,High,Product,Electronics,No,Yes,High
2403,53,Female,76624,12,4,Low,Service,Subscription,Yes,No,Medium
2404,44,Male,50948,16,31,High,Product,Consulting,Yes,Yes,High
2405,37,Female,106157,22,64,Low,Service,Electronics,No,No,High
2406,58,Male,86968,20,10,High,Service,Subscription,Yes,No,Medium
2407,42,Male,78203,39,35,Low,Product,Electronics,No,No,Low
2408,57,Female,93326,10,45,High,Product,Subscription,No,Yes,High
2409,35,Female,115391,33,38,Medium,Product,Streaming,Yes,No,Medium
2410,52,Female,89655,2,18,High,Service,Streaming,Yes,No,High
2411,62,Male,94406,40,74,Medium,Product,Food,No,No,High
2412,44,Female,119727,15,79,High,Product,Subscription,No,No,High
2413,56,Male,38350,8,45,Medium,Service,Food,Yes,No,Medium
2414,32,Female,83431,22,89,High,Product,Streaming,Yes,Yes,High
2415,24,Male,111218,28,34,Medium,Product,Food,No,No,Medium
2416,42,Male,69995,40,10,Medium,Product,Food,Yes,Yes,High
2417,49,Female,98439,12,86,Low,Product,Streaming,No,Yes,High
2418,26,Female,87232,29,50,Medium,Product,Electronics,Yes,Yes,Low
2419,47,Female,66696,0,68,High,Service,Subscription,Yes,Yes,Medium
2420,41,Male,82478,34,59,Low,Product,Consulting,Yes,No,Medium
2421,59,Male,97652,24,5,High,Product,Consulting,Yes,Yes,Medium
2422,44,Male,43030,32,84,Low,Service,Subscription,No,Yes,Low
2423,42,Female,99411,19,32,Medium,Service,Clothing,Yes,No,Low
2424,52,Female,74407,31,22,Low,Product,Clothing,No,No,Low
2425,29,Female,117769,15,14,Medium,Service,Electronics,Yes,No,Medium
2426,45,Male,30009,30,90,Medium,Service,Consulting,Yes,Yes,Medium
2427,55,Male,115661,3,17,Low,Product,Food,No,Yes,Low
2428,42,Male,24148,37,75,High,Product,Subscription,No,Yes,High
2429,40,Male,32268,40,57,High,Service,Consulting,Yes,Yes,High
2430,25,Female,97320,26,55,High,Service,Food,Yes,No,Medium
2431,29,Male,73061,26,3,High,Product,Electronics,Yes,Yes,Low
2432,36,Female,51824,14,21,Low,Service,Food,No,Yes,High
2433,40,Male,86896,13,6,High,Product,Consulting,Yes,Yes,High
2434,18,Female,82923,14,67,Medium,Service,Subscription,No,No,Medium
2435,63,Male,96505,3,4,High,Service,Clothing,No,No,High
2436,44,Male,76655,0,90,Low,Product,Clothing,No,Yes,Medium
